Squat_Hip_Angle,Squat_Knee_Angle,Squat_Score,Plank_Upper_Limb_Angle,Plank_Elbow_Angle,Plank_Score,Crunches_Neck_Angle,Crunches_Hip_Angle,Crunches_Score,Rows_Upper_Extremity_Angle,Rows_Upper_Arm_Angle,Rows_Lower_Arm_Angle,Rows_Score
91.82209754673536,83.87948788225995,96.0286951677623,172.9935374252577,94.48990599281888,94.25181571621941,40.00619150942504,44.7033631424938,97.35477732595942,94.47110339143661,93.46983437839518,90.75355305963687,97.1018363901771
84.258479773663,97.20142714198239,93.52852631584031,175.75893486168835,92.78983431104248,96.48455027532293,47.748137225881194,45.23657813892919,98.50764231759482,87.3493701190897,87.61384262041364,89.50587706196762,98.15636326715698
95.12183424694531,96.4307622617024,94.22370174567615,174.47306849741906,85.11861442182907,94.79584145962406,43.66984883265926,45.61062107684425,99.02961387790751,90.4154275964315,94.37521150052858,87.85765932359499,97.68900674221163
95.68485422430172,84.87854539554772,94.596845585623,175.40009464465317,92.17059173432415,96.61475145516451,45.73520044797005,49.201596896380074,97.53160132782494,91.68535121791744,87.16684612858285,94.20481200317587,97.09222763582984
93.16062427845387,99.69450312719091,93.5724362971776,178.15613142983713,94.50988813119594,96.8231216493206,48.71088195946638,40.73061741554476,96.00986772803918,93.88639932589516,93.76963330723726,92.29131626237597,96.68421703483052
83.50597297459291,94.62757384564796,94.43919956447247,174.69922191323727,94.5237856561995,95.08771812851889,44.35419810061349,49.49529978739518,97.42944915660915,89.73289068901767,89.05945598667319,88.06893198389741,98.9537595531961
94.44129197802786,97.94018523113945,93.80926139541634,173.88544745054952,86.16788101987598,95.02666423521275,48.25734300356232,46.77396709562751,97.48434495040509,86.79211814723043,94.18017306282849,90.12371126315243,97.49607794041651
84.47687222398156,81.65456549650895,93.06571886024525,179.04407294038344,93.79651679404505,97.6237780731692,47.549716399528116,45.34616108325403,98.55206125860893,94.00851952094014,85.45480043385233,87.1121889517332,96.18615662154848
88.31853815241111,85.04991904077713,96.68422859659412,177.19115426825184,93.3218577149885,96.93464827663166,43.71795217724538,40.71606282494813,97.21700750109676,89.98718295899263,94.94386132040938,86.84597553102728,97.29643238987018
95.94962794632873,88.68057007981095,96.36547106674111,171.4807082503685,85.51752510165514,93.49911667601182,40.00939974861422,40.3029577928435,95.15617877072886,91.83624787967193,90.9306630559436,93.00580076756863,98.07576276560529
97.01755706748362,80.63958929778248,91.81101611514943,177.2036413684661,93.31115466219727,96.9462433531344,44.541514359303804,46.50822511564748,99.01664462182816,87.51692061966152,88.35640482611018,87.90303901556234,97.92545482044467
98.35547112356659,93.23641597876326,94.20405644883508,178.23133952414955,90.56250189445052,98.83441881484951,45.77855309253629,45.83209149515423,99.19467770615474,90.17894664941996,94.04472111811825,88.05293615216758,97.94308946154312
96.56940899397819,99.29774534032175,92.06642283285004,176.62313551012386,92.60060250131022,97.01126650440682,44.121464429723176,49.83855012306394,97.14145715332961,91.24763328435805,85.98829948345131,87.95670471148748,97.56579030352691
98.35850165880464,97.92131023080192,91.86009405519673,171.25559401769667,88.02518427962043,94.64038914865856,49.57708937992763,44.33626242403056,97.37958652205147,91.56715870581698,92.73232260605205,89.54714797830772,98.4158888888129
99.22355674603298,85.79658709821467,93.28651517609084,176.35146851159064,85.62718606995654,95.98932729077359,42.92291448710182,46.692149424283265,98.11538253140928,92.36740448076732,88.45171982858582,91.8526253108792,98.07723001231311
99.23319357630855,87.44459963811883,94.10570303090515,177.43645087324325,87.68997083785712,97.56321085555018,46.73862443241841,45.47874469975887,98.89131543391136,91.41026011866764,89.46592387166025,86.52495271075347,98.1935388212487
84.88032544462206,82.20193405161122,93.54112974811665,170.2876553426647,87.8939636321954,94.09080948743005,44.808521501724925,42.16363091637805,98.48607620905149,86.38014296042496,92.57548376151836,91.95938092462876,97.28175942475929
80.87144142667566,80.99724457870872,90.93434300269219,171.4127729937978,88.45102189500825,94.93189744440303,47.49254627191635,47.15018796399165,97.678632882046,86.88151677444033,94.05615455012557,85.19144096384277,96.00560106271917
82.05317564213738,99.64260968674986,91.20528297769376,171.4475872659884,92.09618670092891,94.67570028252975,43.2964363532093,48.626128604327455,97.33515387444092,94.72818630189937,85.62575394179619,93.70024371169667,95.73244130940004
98.5272804850326,96.74525949189311,92.36373001153714,173.26009882063056,94.41788062798344,94.42110909632356,47.415747645840035,47.260704360966315,97.66177399659682,88.97322761822083,94.48817977620655,86.09385435751076,96.85963406650835
81.25819475911788,96.59161590146714,92.33328942882537,177.19270005883703,89.23114887993724,98.21192446938713,47.527953253139096,46.66140030435317,97.90532322125387,93.87098504020088,87.2853507296058,86.35037772390339,96.58824780443611
81.58934701806798,92.68554570256593,94.45190065775103,178.66738314079916,93.97638488363478,97.34549912858219,44.8956227830529,46.52398950533694,99.18581663885797,85.80634445580486,93.81540127169127,89.3165065077804,97.10248323063132
93.98225125345196,99.94594515974873,93.03590179339966,176.38851958053672,85.30283291195676,95.84567624624674,47.52812266511883,43.93311726030349,98.20249729759233,92.68554605159648,93.76863367093647,91.4137905792219,97.37734323274839
90.33538354056499,94.62606443128097,97.51927601407702,178.55495392912303,94.21581129195205,97.1695713185855,40.084545393333684,43.364998608218876,96.72477200077628,89.32957426785455,93.8762775547179,86.4791587002921,97.31081847114291
99.74871957000867,85.98389038704731,93.11758540851932,174.8236591831203,92.89602937833801,95.96381490239114,46.28595734788635,47.074030924431064,98.32000586384129,89.24369820652862,86.79581490997273,92.85454300716353,97.72832336977928
90.61250290295453,82.46938204075332,95.92843956889939,179.47397961321198,85.75181111167973,97.61289536244585,42.44109378347045,49.48923126633053,96.47593125856996,93.12238087191268,88.20569515450802,88.39122905057253,97.82484777772261
94.06810844414079,92.81050789610929,96.56069182987497,173.2975887150094,92.77481923925232,95.26138473787853,46.35706127533664,45.673144053297264,98.98489733568306,87.30508879558663,88.25943762114933,88.97065158041283,98.17839266571627
86.90062568031567,91.76154077367723,97.56954245331923,173.63543896091096,85.36711341565548,94.50127618828321,48.253543492855215,44.997603944282815,98.3720302257138,89.34292048525062,86.64728179929388,91.9195665050487,98.02354525983192
82.96275279454099,82.22866746027582,92.59571012740841,171.74825703816094,91.40928936077893,95.16948383869101,48.44925344041894,46.32445703834765,97.6131447606167,92.21885529378663,90.32090052502252,86.11757794132372,97.85927404083817
82.03001296079186,83.51384636708958,92.77192966394072,174.47058676562528,88.49287625667016,96.48173151114773,42.94271655081232,47.52989626863829,97.70641014108702,87.49415600712182,88.27276455505924,89.00730629192039,98.2580756180338
91.55629654911742,90.0317242314339,99.20598960972434,172.8949216986657,86.13405826265722,94.51448998066147,40.22142797196723,40.04482650537987,95.13312723867355,90.95641774701052,85.60167591973695,93.74886433917439,96.965464611184
86.60937400128068,92.49431892716493,97.05752753705788,177.89242630780498,90.15030467706679,98.8710608153691,49.88523795928549,46.69178791864498,96.71148706103477,86.13196696388782,85.528290860797,94.28061590032866,95.79321397478539
92.85562997686633,86.3311493463733,96.73775968475348,179.0096825702658,86.93072543930553,97.97020400478567,40.453854134984034,46.878525600084856,96.78766426744959,86.51807043196746,94.93364515475388,91.2986741788903,96.76191703277443
91.62572434607407,82.99050436425628,95.68239000909111,175.9618853186882,91.59014471207178,97.1858703033082,44.81755079544637,42.573377530601334,98.69546416302386,86.75366417563097,87.10494206129101,94.03596565178435,96.60754686171254
91.77055833752144,97.37056522255467,95.42943821996195,178.63067401919136,90.65012389300696,98.9902750630922,40.36099011048602,44.8138322241811,97.58741116733356,89.67926894948377,94.40382005901529,86.35625366123215,97.21056751723354
81.0184532841586,85.11076482790637,93.06460905603248,177.8224792115942,86.46052345238677,97.1415013319905,45.44207935903427,43.64828004146599,99.10310034121586,93.26620486328903,88.45543234237748,89.7671341612842,98.31878721345755
89.77552464027636,90.50776955036888,99.63387754495375,178.83423090898106,90.92445010274838,98.95489040311634,47.12842410829301,41.893424926594555,97.38250040915077,93.34567604829302,91.77934596869432,89.09056343127378,97.98851380476215
85.52002071205769,84.42029583113067,94.97015827159419,174.92862172185082,91.27230291221593,96.82815940481744,40.88943653749226,43.970843989788385,97.43014026364033,88.46375585970347,92.28412738038756,94.54488004337126,97.21158281198154
85.62562413356882,96.0988869990226,94.76336856727312,170.93815982751653,93.13575040418964,93.90120471166344,44.83284398767773,42.648536039044664,98.7406900133612,85.1561784925358,87.18025776447742,88.43853649289022,96.92499091663448
89.33696906459565,81.12665505410317,95.23181205934941,176.99548936178445,93.01140526130887,96.99204205023779,40.96832067418491,42.019012794593195,96.49366673438905,88.9982136984449,85.85424146622414,85.96510217911197,96.93918578126033
93.26482445083907,94.13924645367877,96.29796454774109,176.41336182911851,86.08178869392668,96.2475752615226,43.226849656126156,41.2767622520102,97.25180595406817,93.84076073163948,92.98740755756042,85.54818541962628,96.24000571014214
98.2986702110754,99.15755036627546,91.27188971132458,174.93064394825748,88.13174720480976,96.53119557653362,45.17087048046823,46.17304968532848,99.32803991710165,93.86849546800073,85.17087244166119,94.38845921119372,95.6379725874889
98.41840854298363,98.76305265010404,91.40926940345616,177.4582819814809,91.75231230619599,97.85298483764245,42.05079183418859,45.50015740795395,98.27531721311732,94.12542436493304,90.5578177881634,94.73786129332481,96.85963218452623
82.63739475520775,89.53342938394718,96.08541206957747,176.57065274455672,86.81708251417103,96.69386762936388,44.080028863930366,43.15500826752717,98.61751856572877,85.77931427963274,85.67077232330732,89.5164456223255,96.98884407508854
80.2695674105163,96.30210951125876,91.98372894962877,172.4044154835404,92.10163258823572,95.15139144765234,43.568809869798656,49.4168154451672,97.07599721231573,93.78726885013307,86.95430890731721,88.90008962177028,97.3557098929848
87.50894404818247,95.24682492528636,96.13105956144805,174.72937745551957,85.8261102103856,95.27774383295258,42.42545252503196,45.35995671310751,98.53274790596222,85.857500383054,86.40036102829468,90.12171204466681,97.37871645556062
83.07486549735134,89.2903174903661,96.18259149385872,175.819176090953,90.45888552936877,97.68014528079212,41.25896426738612,44.70951829678195,97.98424128208404,93.79808287908432,88.63631800758881,88.27587741416882,97.7047041808911
82.09667452902424,88.02332086306043,95.05999769604233,171.2054494346434,91.07398987314912,95.06572978074715,42.558382410591854,41.20296043055728,96.88067142057457,85.97781905243122,94.57841518835986,89.70036577066338,97.03325654491158
99.12356357612691,93.74847334103306,93.56398154142002,172.09621688051115,88.44703990137582,95.27162839094348,42.517035438419775,41.14102079189165,96.82902811515572,86.80176325629373,86.51736230046482,90.77475588655054,97.51478989006932
83.65160320637005,85.82161707668143,94.73661014152574,175.8028430051801,88.00739958994154,96.90512129756083,49.54201961097126,45.0564422035167,97.70076909275602,94.54599315488831,86.33131530050295,86.35628048920566,96.04720087827343
83.80444096364974,92.80002398951216,95.5022084870688,172.2624846387887,89.2845361284485,95.7735103836186,41.82916672916333,41.3828766296809,96.60602167942213,85.50272507323827,88.57619395855394,91.78156104495179,97.43245266228014
81.92709604543316,98.7679954593476,91.57955029304279,172.32601623615182,94.18624765209162,94.0698842920301,40.32763346749874,48.5491148520788,95.88925930770998,91.74924928560917,90.95975460901074,93.40929606607727,97.96056667976761
81.63793627298854,91.44689122226043,95.09552252536406,173.81347603287767,91.15239494271128,96.3305405450832,47.9692374510555,48.03233807014154,96.99921223940147,85.76534541398543,91.24690709274812,92.38932554980885,97.37637092380949
83.72406799408921,80.99068264818297,92.35737532113609,171.89081586109108,91.12388720733156,95.38346432687976,44.54587041603849,48.62452675478514,97.96067183062668,88.73341615193479,94.85527355280148,88.97901287989036,97.61905182634122
99.75786593077535,94.4373738151316,92.90238012704653,174.82890202833713,94.83061855709816,94.99914173561947,45.05671102922482,47.25884782168798,98.8422205745436,93.0964011305673,91.01330320260728,85.32534610277543,97.07188058986695
82.88293211616292,91.03918029519193,95.9218759104855,176.68689610183975,87.65860746444686,97.1727517831433,43.56942299161719,46.79887481804556,98.38527408678581,85.52103341561553,86.40744706260394,91.86947170467532,96.68633625784804
85.69403688794739,82.06154859960444,93.87779274377591,173.3962787263858,90.28269071236295,96.55679400701142,46.1113724691998,45.94968195131185,98.96947278974417,87.56999809801457,86.12237853699637,90.62666950724775,97.68856904258773
90.41059961339083,88.58053406757764,99.08496722709341,171.22874519857044,91.88589648312586,94.67142435772229,40.11821704923213,48.81401410465435,95.65210147228889,89.88658601538371,91.1495866488675,90.16382946637808,99.52438996671272
99.86192071784698,88.17294070456926,94.15550999336114,174.146770583973,86.89194507408645,95.51935782902973,47.70205651102502,40.15460306345919,96.22627327621709,91.96869055417046,85.44155369111738,90.46171819435861,97.67038164752944
85.2558897328717,89.26323400913783,97.25956187100476,173.00058674332303,86.28801931668998,94.64430303000651,49.10444984252627,49.48626216034738,95.70464399856317,86.91407666403708,90.38333790103172,85.70963714407598,97.41345863569377
82.6505772996111,82.16430843834385,92.40744286897748,176.423573956743,92.42659886598828,96.99848754537737,48.31096447109017,40.11964669041131,95.90434110966058,90.87123207690568,94.15755166961355,88.52919881910529,97.83347169086203
93.42525193390837,90.91940184722499,97.82767310943332,179.99369506242496,90.62826446450391,99.68271529896052,44.0797833205222,47.64119271156302,98.2192953044796,92.15328023063573,85.62734011001177,88.49019585502963,97.32141857813524
91.00375365879171,84.58250432998821,96.78937533559825,173.811542214127,92.23920493163946,95.78616864124376,45.266152266178366,49.35287657433995,97.69048557974085,94.46490933536717,88.98345506458176,86.15789915102732,96.89214829341397
99.7354487672703,94.44453649000758,92.91000737136106,170.95490626837693,92.42546060164052,94.26472283336821,41.90634771319332,49.827055402343674,96.03964615542483,88.25526929685434,89.64394097127905,93.59781064145638,98.10046654222567
86.65445701969678,92.51553158734673,97.06946271617502,174.6208260372488,90.63000033499604,96.99541285112639,45.341508383924776,44.45846533884584,99.55847847746054,87.9991814440564,89.50412429469124,86.51102883279148,98.00477819051305
99.8009655057493,82.12625240631145,91.16264345028108,176.47558407537286,91.46792699947281,97.50382853795003,49.26214861856416,45.8486722224182,97.44458957950881,93.8886569775611,85.45132835459147,87.13271597772926,96.23179578491988
99.669000143445,82.81671039876893,91.57385512766197,172.68758160350964,87.92922701749009,95.30840431049987,46.9342672591251,41.961853293587986,97.51379301723144,87.32690108100535,94.14235457613199,90.4065972161197,97.5926497629179
80.46273676832797,82.98759602926779,91.72516639879788,174.45529413331985,88.04114253455442,96.24821833393713,48.127688396950774,48.72966897957872,96.57132131173526,89.18210912761882,85.5677270714428,93.13368617180664,97.20538334241833
93.50281311180636,80.64599444527366,93.57159066673364,174.71786604797515,89.81571877409004,97.2667924110326,42.83700012627786,47.776204727054825,97.53039769961151,91.98267746319303,94.18172140728609,94.93351525172658,96.3006952925981
93.373997234231,81.32417829228412,93.97509052902656,176.45294316308974,89.66299923436536,98.05797119872756,44.39431455027695,44.8020024657209,99.59815850799893,93.40001314799133,94.37570957840639,93.8787887320147,96.11516284719586
93.8988824618493,92.28847196136634,96.90632278839217,177.26527227610657,92.6075568756297,97.32885770023844,45.30971164331061,49.77966388845537,97.45531223411702,87.00752136591038,85.40008256358585,90.75391929049722,97.21789487966635
80.51535282154536,82.72649262119549,91.62092272137042,178.70762297193124,88.57873878625186,98.64318087909155,46.49523241047414,42.5055175789304,98.00514258422814,86.43437766751042,86.11589596955304,88.42102272064041,96.99043211923463
81.85124529565408,85.56469404278477,93.70796966921942,174.93422185261898,86.06827551091095,95.50124868176496,45.08792703399669,49.442066013540185,97.73500347623155,90.84268670257687,88.34054668540384,91.31458957983574,98.72775680099708
98.17142890906547,93.23457304859733,94.2969990211686,170.94944973642504,88.9395777455362,94.94451374098063,48.75579731381746,44.151591070981794,97.69789687858217,94.28965252754537,87.91287834273953,92.4547656897656,97.05615337514286
96.32110040898723,84.30085189441311,93.98987574271294,177.25729122735868,93.92114317844889,96.6680740244549,46.62161414797648,45.5439293706619,98.9172282406808,85.75513189323753,89.14440750406825,88.86068568611347,97.92007502780642
84.05569162769689,94.66266172667048,94.6965149505132,175.23645008139619,86.06437523494081,95.6504126581685,40.99458444901721,41.14831721678583,96.07145083290152,88.00089664916963,91.74039348528444,85.78584081592582,97.34878132660367
87.82294422330462,92.09849411473458,97.86222505428502,171.32862890008582,86.86605819695613,94.09734354852097,48.60816157157214,42.67130807742897,97.03157325292841,86.19350786743084,91.6968267335494,85.09907759020219,96.53191957469454
85.07836029780276,98.66667446172951,93.20584291803662,179.2026265778022,85.74866290737474,97.47564474258846,49.576556753992556,43.64885545221171,97.03614934910958,91.1935213225798,93.7471086421319,90.7055230854283,98.11794898328667
95.21728407503576,94.72322871420596,95.02974360537914,173.72198967273874,94.16781636339772,94.77708665467051,43.53719178529035,43.388412004496246,98.46280189489329,86.5270193642976,88.29945509863987,87.70016031311691,97.50887825868479
95.2424795954328,82.5446157332595,93.65106806891336,179.51568802930475,85.57262200681934,97.54415501806204,48.56162424589949,41.94219961852129,96.69028768631091,94.48321305223104,94.88446382570486,88.45295220090955,96.36175844099121
91.93983840097755,93.52494265484,97.26760947209122,173.99197837066438,90.60058224523154,96.69569806271642,44.442199631114285,41.66404250198003,98.05312106654715,87.5667363997414,90.55215126909889,89.63398264669858,98.88285592578036
83.2450242558788,94.5284851650215,94.35826954542866,173.4575404561444,85.79623970309947,94.62689007962193,47.06072829648162,42.5731393701087,97.75620553681354,85.43568108774662,91.19479457617156,86.87483256886348,97.03857302681286
88.92661971894147,83.15997193897427,96.04329582895787,171.12961874433012,89.60311949932097,95.36636912182554,45.490522180837964,47.794462873323255,98.3575074729194,94.6532185649854,87.98037384208237,94.82913929786392,96.16600532641102
87.16832450536333,94.97776628712487,96.09527910911923,176.84695802172456,91.78622310800405,97.53036745686026,47.93789706459914,47.864401675818534,97.09885062979117,91.11213938946423,85.96657100258001,87.63930119843258,97.49791093718278
89.91449828056642,93.51887389752436,98.19781219152102,177.23191598221146,91.50861800089649,97.86164899065749,40.18326260413779,48.34306887370063,95.92009686521857,92.33970557358488,94.69278005531913,87.11228232298147,96.69326556469248
88.3223381905158,91.49946816119481,98.4114350146605,176.66556514659837,93.24916249146953,96.70820132756441,40.852353502803496,47.37790910429198,96.73722219925577,91.20283910646792,94.38668461688297,85.67335954796727,96.69461194153878
97.44606175443147,89.25523254685595,95.90458539621224,178.19978728607148,94.81164047537813,96.69407340534667,47.089710026694775,43.93823856120683,98.42426426725604,87.05049471070276,88.75719199108633,94.93474670825955,96.95764666450985
86.29463734915629,99.359679799688,93.46747877473415,176.6192156833667,90.21143988248508,98.2038879004408,44.63998951459399,47.21419209983124,98.71289870738138,88.97930682287642,90.50534239648341,92.23180144408542,98.7473876607692
95.20405276096521,87.69204782166557,96.24399753035019,175.15091132941447,94.27267095221285,95.43912018860081,48.19384295165521,45.97793225176429,97.91411239829026,93.52561562526661,88.42255088176617,91.05888137668566,97.94601795993795
95.80432745584814,83.29645254638305,93.74606254526745,174.69007510828925,85.59155958044923,95.14081734436924,49.694327908942725,48.26134615598545,96.0221629675359,87.12050740706609,89.18642871821137,93.67984606600098,97.54236335309217
95.38063914967469,87.2596318923966,95.93949637136095,175.1632645952754,93.06678936171971,96.04823761677784,49.12560571638706,45.54463986765209,97.66487720798042,87.58227321784327,90.64143598229165,91.46563640662434,98.49173360964242
84.83280636720974,98.72959340811114,93.05160647954929,176.24923530983293,92.80183012851684,96.72370259065804,44.30895553727208,45.412884553476125,99.44803549189798,94.66045334264628,85.60366858450963,88.1611997244948,96.36813832211938
97.79305594068423,99.71465404942806,91.24614500494386,175.92862024444935,94.07176987683864,95.92842518380536,48.123424182794935,44.15765602561452,98.0171159214098,92.46800788325884,89.15399409682783,86.63857702966187,97.77485441441029
82.63690515074603,88.77998012538173,95.70844263806387,175.10175973134054,85.32788123303308,95.21482048218681,48.09443039847951,41.88245118492404,96.89401039322226,94.13053135317237,89.01548064229472,89.0376971956525,97.97421549492496
89.60637250841569,85.12223100254484,97.36430175548026,171.22163475515336,86.66194580880082,93.94179028197709,40.831877666675915,47.46701553725466,96.68243106471063,90.21172462283856,90.97472445421288,92.14380674954636,98.8899147244674
82.12858833613751,87.04018755080975,94.58438794347363,177.21294825890033,90.46360788283361,98.37467018803335,42.83181502055394,43.15956563937071,97.99569032996231,85.79893363320976,85.86498621661376,90.83446415819627,96.94315189720908
98.78352579833647,98.26498872349163,91.47574273908594,171.9284902239804,94.26258619872755,93.83295201262642,43.564714677421875,46.20082990780852,98.68194238480667,87.84582036702658,89.68870686368147,89.30037555862295,98.94496759644368
88.63496324818449,87.11595320859097,97.87545822838773,178.87695496118025,90.35269422604973,99.26213036756525,45.691839845458915,42.66894488101538,98.48855251777823,91.74266566156581,89.57520586682482,85.50651867880899,97.77968629468933
99.32065649773804,94.31771700213912,93.18081325006142,178.53418253399386,85.85180791681003,97.19299522540194,41.320007610243216,44.22040688552349,97.77020724788335,90.22040919688243,93.06874795076561,94.8347231716063,97.29203989358189
96.02286894213265,81.53983941561948,92.75848523674341,176.70685813494373,94.54227590572815,96.08229111460778,40.543571274878616,44.133553371251,97.3385623230648,85.51915358405024,89.72820265269714,85.14015137198179,96.79583586957638
